Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
28788682,08/31/2014 09:29:53 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10025,151 WEST 108 STREET,WEST 108 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/30/2014 09:29:53 AM,08/31/2014 09:46:16 AM,07 MANHATTAN,MANHATTAN,994396,231163,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8011591725,-73.9633533301,"(40.80115917245978, -73.96335333011031)"
28785518,08/31/2014 01:22:18 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11373,88-36 ELMHURST AVENUE,ELMHURST AVENUE,FORLEY STREET,ELBERTSON STREET,,,ADDRESS,ELMHURST,,N/A,Pending,09/30/2014 01:22:18 AM,08/31/2014 01:29:06 AM,04 QUEENS,QUEENS,1018210,211222,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7463669699,-73.8774396095,"(40.746366969929255, -73.87743960950525)"
28788126,08/31/2014 12:25:55 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11432,170-05 CEDARCROFT ROAD,CEDARCROFT ROAD,,,,,LATLONG,JAMAICA,,N/A,Pending,09/30/2014 12:25:55 AM,08/31/2014 12:29:36 AM,08 QUEENS,QUEENS,1041706,198693,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7118565768,-73.7927506414,"(40.711856576790254, -73.79275064144754)"
28788059,08/31/2014 12:04:27 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11221,1376 PUTNAM AVENUE,PUTNAM AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Pending,09/30/2014 12:04:27 AM,08/31/2014 12:07:03 AM,04 BROOKLYN,BROOKLYN,1008622,192309,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6944869945,-73.9121108047,"(40.69448699446589, -73.91211080471685)"
28783823,08/30/2014 09:38:20 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10025,765 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 97 STREET,WEST 98 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,09/29/2014 09:38:20 PM,08/30/2014 09:45:22 PM,07 MANHATTAN,MANHATTAN,992639,228900,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7949496967,-73.9697023225,"(40.794949696661845, -73.96970232254186)"
28786818,08/30/2014 09:02:05 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10001,317 WEST 29 STREET,WEST 29 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/29/2014 09:02:05 PM,08/30/2014 09:05:01 PM,04 MANHATTAN,MANHATTAN,985221,212294,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7493744949,-73.9964955397,"(40.74937449490638, -73.99649553966398)"
28788064,08/30/2014 07:51:53 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10010,,,,,LEXINGTON AVENUE,EAST   26 STREET,INTERSECTION,NEW YORK,,N/A,Pending,09/29/2014 07:51:53 PM,08/30/2014 07:59:07 PM,05 MANHATTAN,MANHATTAN,988861,209394,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7414135727,-73.9833603132,"(40.741413572668094, -73.98336031317677)"
28786130,08/30/2014 06:15:05 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11377,32-33 54 STREET,54 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,WOODSIDE,,N/A,Pending,09/29/2014 06:15:05 PM,08/30/2014 06:22:07 PM,01 QUEENS,QUEENS,1010046,214155,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7544448933,-73.9068919084,"(40.754444893324504, -73.90689190841624)"
28786941,08/30/2014 06:03:37 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10024,,,,,,,LATLONG,NEW YORK,,N/A,Pending,09/29/2014 06:03:37 PM,08/30/2014 06:08:12 PM,07 MANHATTAN,MANHATTAN,991828,224160,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7819404007,-73.9726366741,"(40.78194040070496, -73.97263667412697)"
28787365,08/30/2014 06:03:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10024,CENTRAL PARK WEST,CENTRAL PARK WEST,,,,,LATLONG,NEW YORK,,N/A,Pending,09/29/2014 06:03:27 PM,08/30/2014 06:08:14 PM,07 MANHATTAN,MANHATTAN,992082,224193,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7820307555,-73.9717194696,"(40.78203075551688, -73.9717194696107)"
28784327,08/30/2014 04:07:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11210,1401 NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,,,ADDRESS,BROOKLYN,,N/A,Pending,09/29/2014 04:07:39 PM,08/30/2014 04:14:39 PM,17 BROOKLYN,BROOKLYN,999424,171880,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6384344953,-73.945326183,"(40.63843449532672, -73.9453261829559)"
28784450,08/30/2014 02:56:41 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10035,117 EAST 118TH STREET,EAST 118TH STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,09/29/2014 02:56:41 PM,08/30/2014 02:59:25 PM,01 MANHATTAN,MANHATTAN,1000502,230885,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8003870176,-73.9412995469,"(40.80038701755599, -73.9412995468524)"
28786199,08/30/2014 01:37:35 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11101,,,,,51 AVENUE,11 STREET,INTERSECTION,LONG ISLAND CITY,,N/A,Pending,09/29/2014 01:37:35 PM,08/30/2014 01:45:07 PM,02 QUEENS,QUEENS,997547,209500,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.741695722,-73.9520149941,"(40.74169572196421, -73.9520149940541)"
28786833,08/30/2014 01:32:32 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11215,16 STREET,16 STREET,PROSPECT PARK WEST,10 AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Pending,09/29/2014 01:32:32 PM,08/30/2014 01:39:49 PM,07 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
28786800,08/30/2014 12:49:17 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11213,1526 PACIFIC STREET,PACIFIC STREET,KINGSTON AVENUE,ALBANY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,09/29/2014 12:49:17 PM,08/30/2014 12:56:11 PM,08 BROOKLYN,BROOKLYN,1001108,185957,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6770697148,-73.9392233311,"(40.67706971482256, -73.93922333114837)"
28788246,08/30/2014 10:10:10 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11205,299 CLERMONT AVENUE,CLERMONT AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,09/29/2014 10:10:10 AM,08/30/2014 10:18:32 AM,02 BROOKLYN,BROOKLYN,992589,190133,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6885440073,-73.9699309631,"(40.68854400731635, -73.96993096306066)"
28788063,08/30/2014 09:47:42 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11434,130-14 177 STREET,177 STREET,130 AVENUE,131 AVENUE,,,ADDRESS,JAMAICA,,N/A,Pending,09/29/2014 09:47:42 AM,08/30/2014 09:54:21 AM,12 QUEENS,QUEENS,1049372,186890,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679407095,-73.7652128739,"(40.679407095028445, -73.76521287390047)"
28783808,08/30/2014 09:21:53 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,503 WEST 122 STREET,WEST 122 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,09/29/2014 09:21:53 AM,08/30/2014 09:25:16 AM,09 MANHATTAN,MANHATTAN,995679,234685,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8108245241,-73.9587132252,"(40.81082452405997, -73.95871322517993)"
28777500,08/30/2014 01:34:10 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10039,33 WEST 145 STREET,WEST 145 STREET,HARLEM RIVER DRIVE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/29/2014 01:34:10 AM,08/30/2014 01:39:28 AM,10 MANHATTAN,MANHATTAN,1002204,238027,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8199865256,-73.9351330081,"(40.81998652555192, -73.93513300805243)"
28782978,08/30/2014 01:29:40 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10039,33 WEST 145 STREET,WEST 145 STREET,HARLEM RIVER DRIVE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/29/2014 01:29:40 AM,08/30/2014 01:36:04 AM,10 MANHATTAN,MANHATTAN,1002204,238027,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8199865256,-73.9351330081,"(40.81998652555192, -73.93513300805243)"
28778380,08/29/2014 09:53:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10016,222 EAST 27 STREET,EAST 27 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/28/2014 09:53:46 PM,08/29/2014 10:00:32 PM,06 MANHATTAN,MANHATTAN,989678,209227,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7409547355,-73.9804121452,"(40.740954735534054, -73.9804121452448)"
28780783,08/29/2014 09:23:18 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10036,463 WEST 47 STREET,WEST 47 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,09/28/2014 09:23:18 PM,08/29/2014 09:27:17 PM,04 MANHATTAN,MANHATTAN,986468,217013,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7623267233,-73.9919934041,"(40.7623267233293, -73.99199340414091)"
28779918,08/29/2014 09:06:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11101,10-39 51 AVENUE,51 AVENUE,JACKSON AVENUE,11 STREET,,,ADDRESS,LONG ISLAND CITY,,N/A,Pending,09/28/2014 09:06:27 PM,08/29/2014 09:09:31 PM,02 QUEENS,QUEENS,997250,209539,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7418032088,-73.9530867051,"(40.74180320880146, -73.95308670509874)"
28783198,08/29/2014 08:27:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460,2146 VYSE AVENUE,VYSE AVENUE,EAST 181 STREET,BRONX PARK SOUTH,,,ADDRESS,BRONX,,N/A,Pending,09/28/2014 08:27:24 PM,08/29/2014 08:33:30 PM,06 BRONX,BRONX,1017570,247112,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8448776177,-73.8795712711,"(40.844877617687146, -73.8795712711336)"
28783080,08/29/2014 07:02:30 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,95 EASTERN PARKWAY,EASTERN PARKWAY,,,,,LATLONG,BROOKLYN,,N/A,Pending,09/28/2014 07:02:30 PM,08/29/2014 07:06:54 PM,08 BROOKLYN,BROOKLYN,993845,184395,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6727932287,-73.965410208,"(40.672793228733305, -73.96541020795246)"
28778330,08/29/2014 06:58:06 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,1194 CLAY AVENUE,CLAY AVENUE,EAST 167 STREET,EAST 168 STREET,,,ADDRESS,BRONX,,N/A,Pending,09/28/2014 06:58:06 PM,08/29/2014 07:04:48 PM,04 BRONX,BRONX,1008931,242412,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.832005862,-73.9108125447,"(40.83200586200719, -73.91081254465834)"
28780600,08/29/2014 06:53:55 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,1194 CLAY AVENUE,CLAY AVENUE,EAST 167 STREET,EAST 168 STREET,,,ADDRESS,BRONX,,N/A,Pending,09/28/2014 06:53:55 PM,08/29/2014 06:56:35 PM,04 BRONX,BRONX,1008931,242412,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.832005862,-73.9108125447,"(40.83200586200719, -73.91081254465834)"
28777554,08/29/2014 06:30:47 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10024,CENTRAL PARK WEST,CENTRAL PARK WEST,,,,,LATLONG,NEW YORK,,N/A,Pending,09/28/2014 06:30:47 PM,08/29/2014 06:33:33 PM,07 MANHATTAN,MANHATTAN,992082,224193,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7820307555,-73.9717194696,"(40.78203075551688, -73.9717194696107)"
28778233,08/29/2014 06:09:59 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11416,102-27 84 STREET,84 STREET,102 ROAD,ACACIA CEMETERY BOUNDARY,,,ADDRESS,OZONE PARK,,N/A,Pending,09/28/2014 06:09:59 PM,08/29/2014 06:27:21 PM,09 QUEENS,QUEENS,1024566,187122,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6801916176,-73.8546454018,"(40.68019161761196, -73.85464540183877)"
28779817,08/29/2014 06:00:21 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,743 DRIGGS AVENUE,DRIGGS AVENUE,SOUTH 2 STREET,SOUTH 3 STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,09/28/2014 06:00:21 PM,08/29/2014 06:06:23 PM,01 BROOKLYN,BROOKLYN,995153,198869,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7125194946,-73.9606714669,"(40.71251949459531, -73.96067146690837)"
28782299,08/29/2014 05:55:06 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,309 PROSPECT PLACE,PROSPECT PLACE,VANDERBILT AVENUE,UNDERHILL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,09/28/2014 05:55:06 PM,08/29/2014 06:02:13 PM,08 BROOKLYN,BROOKLYN,993518,185999,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6771961957,-73.966586831,"(40.67719619568407, -73.96658683096115)"
28778395,08/29/2014 05:22:52 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,10000,CENTRAL PARK,CENTRAL PARK,79 ST TRANSVERSE,BEND,,,ADDRESS,NEW YORK,,N/A,Pending,09/28/2014 05:22:52 PM,08/29/2014 05:26:27 PM,64 MANHATTAN,MANHATTAN,993908,224290,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7822951881,-73.9651258364,"(40.782295188052814, -73.96512583635275)"
28779165,08/29/2014 05:21:19 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11354,33-20 UNION STREET,UNION STREET,33 AVENUE,34 AVENUE,,,ADDRESS,FLUSHING,,N/A,Pending,09/28/2014 05:21:19 PM,08/29/2014 05:32:49 PM,07 QUEENS,QUEENS,1032140,218920,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7674315088,-73.8271120316,"(40.76743150882549, -73.8271120315557)"
28779978,08/29/2014 04:30:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11414,157-05 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,157 AVENUE,158 AVENUE,,,ADDRESS,HOWARD BEACH,,N/A,Pending,09/28/2014 04:30:04 PM,08/29/2014 04:34:49 PM,10 QUEENS,QUEENS,1028468,180584,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6622276693,-73.8406201176,"(40.66222766925266, -73.84062011757902)"
